gid,estado,cidade,via,hnum,nsvia,latitude,longitude,postcode
839,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,115,LAS ARBOLEDAS,21.901008863251885,-102.30554332187548,20020
840,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,117,LAS ARBOLEDAS,21.901060939017203,-102.30555906951697,20020
841,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,SN,LAS ARBOLEDAS,21.9012217791075,-102.30560770742282,20020
842,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,125,LAS ARBOLEDAS,21.901361149068816,-102.30564985287592,20020
843,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,127,LAS ARBOLEDAS,21.90142970478882,-102.30567058414694,20020
844,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,129,LAS ARBOLEDAS,21.901511631453594,-102.30569535882404,20020
845,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,131,LAS ARBOLEDAS,21.901604293178004,-102.30572337982733,20020
846,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,SN,LAS ARBOLEDAS,21.901842351348478,-102.30579536904992,20020
847,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,141,LAS ARBOLEDAS,21.901934354095058,-102.30582319091701,20020
848,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,143,LAS ARBOLEDAS,21.902045191075842,-102.30585670835647,20020
849,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,SN,LAS ARBOLEDAS,21.90212043225747,-102.30587946155033,20020
850,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,147,LAS ARBOLEDAS,21.902198027717287,-102.30590292671324,20020
851,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,149,LAS ARBOLEDAS,21.90231357325033,-102.30593786817417,20020
852,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,151,LAS ARBOLEDAS,21.902399172120333,-102.30596375367624,20020
853,Aguascalientes,Aguascalientes,CALLE ABEDUL,140A,VILLAS DE LA UNIVERSIDAD,21.900402895576953,-102.30583984558727,20029
854,Aguascalientes,Aguascalientes,CALLE ABEDUL,140,VILLAS DE LA UNIVERSIDAD,21.900422413776862,-102.3057430768919,20029
855,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,138,VILLAS DE LA UNIVERSIDAD,21.90032853461157,-102.30565832021817,20029
856,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.900209500958244,-102.30559303564587,20029
857,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,130,VILLAS DE LA UNIVERSIDAD,21.900085191594286,-102.30552485772209,20029
858,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,128,VILLAS DE LA UNIVERSIDAD,21.900032600602948,-102.30549601404334,20029
859,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,126,VILLAS DE LA UNIVERSIDAD,21.899957509199456,-102.30545482999304,20029
860,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.899768683964744,-102.3053512685913,20029
861,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,118,VILLAS DE LA UNIVERSIDAD,21.899658949283207,-102.3052910846364,20029
862,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,116,VILLAS DE LA UNIVERSIDAD,21.89959773378,-102.3052575110585,20029
863,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,114,VILLAS DE LA UNIVERSIDAD,21.899551214163566,-102.30523199744684,20029
864,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,112,VILLAS DE LA UNIVERSIDAD,21.899496744667726,-102.30520212376103,20029
865,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,110,VILLAS DE LA UNIVERSIDAD,21.89943355379169,-102.30516746688548,20029
866,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,108,VILLAS DE LA UNIVERSIDAD,21.899381637347975,-102.30513899347078,20029
867,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.899293247621177,-102.30509051645176,20029
868,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,102,VILLAS DE LA UNIVERSIDAD,21.899226732162916,-102.30505403634119,20029
869,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,SN,VILLAS DE LA UNIVERSIDAD,21.899175470437136,-102.30548944759471,20029
870,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,203,VILLAS DE LA UNIVERSIDAD,21.89928525375217,-102.30554946770523,20029
871,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,SN,VILLAS DE LA UNIVERSIDAD,21.899337155306277,-102.30557784306603,20029
872,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,205,VILLAS DE LA UNIVERSIDAD,21.899446285221035,-102.30563750611223,20029
873,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,SN,VILLAS DE LA UNIVERSIDAD,21.899651911275082,-102.30574992541243,20029
874,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,213,VILLAS DE LA UNIVERSIDAD,21.899883418129,-102.30587649464786,20029
875,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,217,VILLAS DE LA UNIVERSIDAD,21.900068430093995,-102.30597764458399,20029
876,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,221,VILLAS DE LA UNIVERSIDAD,21.900190846963966,-102.30604457263382,20029
877,Aguascalientes,Aguascalientes,CALLE LICENCIADO SALVADOR AZUELA,105,VILLAS DE LA UNIVERSIDAD,21.90136508356803,-102.30601535180276,20029
878,Aguascalientes,Aguascalientes,CALLE LICENCIADO SALVADOR AZUELA,103,VILLAS DE LA UNIVERSIDAD,21.9014059555277,-102.3058950130808,20029
879,Aguascalientes,Aguascalientes,CALLE LICENCIADO SALVADOR AZUELA,101,VILLAS DE LA UNIVERSIDAD,21.90143750535429,-102.30580212114224,20029
880,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,112,VILLAS DE LA UNIVERSIDAD,21.901297439859817,-102.30570480220699,20029
881,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,110B,VILLAS DE LA UNIVERSIDAD,21.901217992888924,-102.30568067718636,20029
882,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,110A,VILLAS DE LA UNIVERSIDAD,21.90116924724316,-102.30566587500381,20029
883,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,108,VILLAS DE LA UNIVERSIDAD,21.901108493675558,-102.30564742649139,20029
884,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,106,VILLAS DE LA UNIVERSIDAD,21.901022054382377,-102.30562117824529,20029
885,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,SN,VILLAS DE LA UNIVERSIDAD,21.900861455130894,-102.30557241060013,20029
886,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,102,VILLAS DE LA UNIVERSIDAD,21.90072190366504,-102.30553003443204,20029
887,Aguascalientes,Aguascalientes,CALLE ABEDUL,102,VILLAS DE LA UNIVERSIDAD,21.900490252319905,-102.30553984207357,20029
888,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,201,VILLAS DE LA UNIVERSIDAD,21.900676057338625,-102.30573351164016,20029
889,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,203,VILLAS DE LA UNIVERSIDAD,21.90079546332681,-102.30579835719435,20029
890,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.900913472789213,-102.3058624444657,20029
891,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.90100940245265,-102.30591454097636,20029
892,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.90110199620075,-102.30596482593005,20029
893,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,209,VILLAS DE LA UNIVERSIDAD,21.901147140926188,-102.30598934273651,20029
894,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,201,VILLAS DE LA UNIVERSIDAD,21.902623005984857,-102.3064856731998,20029
895,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,205,VILLAS DE LA UNIVERSIDAD,21.90263128796476,-102.30637174247029,20029
896,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,SN,VILLAS DE LA UNIVERSIDAD,21.902641931831827,-102.30622531880749,20029
897,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,134,VILLAS DE LA UNIVERSIDAD,21.902478366754533,-102.30608121539493,20029
898,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,SN,VILLAS DE LA UNIVERSIDAD,21.902333952355733,-102.30603467592142,20029
899,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,128,VILLAS DE LA UNIVERSIDAD,21.902212865051244,-102.30599565399534,20029
900,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,124,VILLAS DE LA UNIVERSIDAD,21.902138453757956,-102.30597167404409,20029
901,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,122,VILLAS DE LA UNIVERSIDAD,21.901960522420758,-102.30591433360021,20029
902,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,120,VILLAS DE LA UNIVERSIDAD,21.901877194501694,-102.30588748026216,20029
903,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,SN,VILLAS DE LA UNIVERSIDAD,21.90182914501666,-102.30587199580283,20029
904,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,116,VILLAS DE LA UNIVERSIDAD,21.90176984183753,-102.30585288473613,20029
905,Aguascalientes,Aguascalientes,CALLE INGENIERO AGUSTÍN YÁÑEZ,SN,VILLAS DE LA UNIVERSIDAD,21.901686923772107,-102.3058261635555,20029
906,Aguascalientes,Aguascalientes,CALLE LICENCIADO SALVADOR AZUELA,102,VILLAS DE LA UNIVERSIDAD,21.901499790651965,-102.30580319823326,20029
907,Aguascalientes,Aguascalientes,CALLE LICENCIADO SALVADOR AZUELA,104,VILLAS DE LA UNIVERSIDAD,21.901469476821305,-102.30589437481487,20029
908,Aguascalientes,Aguascalientes,CALLE LICENCIADO SALVADOR AZUELA,106,VILLAS DE LA UNIVERSIDAD,21.90143907542215,-102.3059858145773,20029
909,Aguascalientes,Aguascalientes,CALLE LICENCIADO SALVADOR AZUELA,108,VILLAS DE LA UNIVERSIDAD,21.901413693616536,-102.30606215650843,20029
910,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,301A,VILLAS DE LA UNIVERSIDAD,21.901575871442986,-102.3061894835788,20029
911,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.90167087505155,-102.30621961953447,20029
912,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,305,VILLAS DE LA UNIVERSIDAD,21.90174246956992,-102.30624232995571,20029
913,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.90190947211703,-102.30629530475275,20029
914,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,315,VILLAS DE LA UNIVERSIDAD,21.902011928891117,-102.30632780508309,20029
915,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,317,VILLAS DE LA UNIVERSIDAD,21.90206829936196,-102.30634568639113,20029
916,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.902133576996544,-102.30636639316462,20029
917,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.90222347699818,-102.30639491045366,20029
918,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.90230527868922,-102.30642085890162,20029
919,Aguascalientes,Aguascalientes,CALLE LICENCIADO SALVADOR AZUELA,201,VILLAS DE LA UNIVERSIDAD,21.901265119131892,-102.30629771742424,20029
920,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,222,VILLAS DE LA UNIVERSIDAD,21.901205352568844,-102.30612316584224,20029
921,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,200,VILLAS DE LA UNIVERSIDAD,21.901135860399204,-102.30608708340591,20029
922,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,218,VILLAS DE LA UNIVERSIDAD,21.901066016317138,-102.30605081828728,20029
923,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,216,VILLAS DE LA UNIVERSIDAD,21.90099756752563,-102.30601527768495,20029
924,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,214,VILLAS DE LA UNIVERSIDAD,21.900943223379183,-102.30598706065265,20029
925,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,212,VILLAS DE LA UNIVERSIDAD,21.900857766134774,-102.30594268886229,20029
926,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,210,VILLAS DE LA UNIVERSIDAD,21.900785684317942,-102.30590526201595,20029
927,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,208,VILLAS DE LA UNIVERSIDAD,21.900729253371885,-102.30587596155958,20029
928,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,206,VILLAS DE LA UNIVERSIDAD,21.90066404791775,-102.30584210517752,20029
929,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,202,VILLAS DE LA UNIVERSIDAD,21.900545893579515,-102.30578075643787,20029
930,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,SN,VILLAS DE LA UNIVERSIDAD,21.900416607086843,-102.30616066301761,20029
931,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,303,VILLAS DE LA UNIVERSIDAD,21.900710546948364,-102.3063195662625,20029
932,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,305A,VILLAS DE LA UNIVERSIDAD,21.900818978927674,-102.3063781845471,20029
933,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,305,VILLAS DE LA UNIVERSIDAD,21.900890404197526,-102.30641679707658,20029
934,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,305B,VILLAS DE LA UNIVERSIDAD,21.900938719422623,-102.30644291633236,20029
935,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,307,VILLAS DE LA UNIVERSIDAD,21.90107694642783,-102.30651764209517,20029
936,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,318,VILLAS DE LA UNIVERSIDAD,21.90225518158091,-102.3064928747218,20029
937,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,316,VILLAS DE LA UNIVERSIDAD,21.90215370118039,-102.3064596427444,20029
938,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.90203423836194,-102.3064205220968,20029
939,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,312,VILLAS DE LA UNIVERSIDAD,21.901925801968083,-102.30638501234887,20029
940,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.901810716413575,-102.30634732525958,20029
941,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,SN,VILLAS DE LA UNIVERSIDAD,21.901686820810422,-102.30630675321594,20029
942,Aguascalientes,Aguascalientes,CALLE ANTONIO CASO,306,VILLAS DE LA UNIVERSIDAD,21.901559315003006,-102.30626499902027,20029
943,Aguascalientes,Aguascalientes,CALLE LICENCIADO SALVADOR AZUELA,SN,VILLAS DE LA UNIVERSIDAD,21.90133569957861,-102.30629306783314,20029
944,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,SN,VILLAS DE LA UNIVERSIDAD,21.90124038185654,-102.30661057121237,20029
945,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,405,VILLAS DE LA UNIVERSIDAD,21.901436498540757,-102.30671188052978,20029
946,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,407,VILLAS DE LA UNIVERSIDAD,21.90186793000172,-102.30693627769591,20029
947,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,SN,VILLAS DE LA UNIVERSIDAD,21.90212822796156,-102.3070835307226,20029
948,Aguascalientes,Aguascalientes,AVENIDA UNIVERSIDAD,411,VILLAS DE LA UNIVERSIDAD,21.90226048591351,-102.307158350546,20029
949,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,411,VILLAS DE LA UNIVERSIDAD,21.90257818622086,-102.3072457112649,20029
950,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR NORTE,SN,SAN JOSÉ DEL ARENAL,21.902916512780468,-102.30569386190497,20130
951,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR NORTE,SN,SAN JOSÉ DEL ARENAL,21.903026156650782,-102.30305809313978,20130
952,Aguascalientes,Aguascalientes,CALLE F. ÁNGEL M. VEDELAGO,7038,PRIMO VERDAD,21.909417146347515,-102.3177176552051,20130
953,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,SN,PRIMO VERDAD,21.909185536112318,-102.31750952984395,20130
954,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,132A,PRIMO VERDAD,21.90902055091075,-102.31747818306373,20130
955,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,132,PRIMO VERDAD,21.908948190592483,-102.31746443480638,20130
956,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,SN,PRIMO VERDAD,21.908839119947285,-102.31744371171783,20130
957,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,130-5,PRIMO VERDAD,21.908582040046593,-102.3173948674564,20130
958,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,SN,PRIMO VERDAD,21.908477956153202,-102.3173750919419,20130
959,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,SN,PRIMO VERDAD,21.908406338603182,-102.3173614849177,20130
960,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,130A,PRIMO VERDAD,21.90834469454638,-102.31734977282554,20130
961,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,124,PRIMO VERDAD,21.908283793253016,-102.31733820186557,20130
962,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,122,PRIMO VERDAD,21.908188197330478,-102.31732003910993,20130
963,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,118,PRIMO VERDAD,21.908102574901495,-102.31730377129088,20130
964,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,116,PRIMO VERDAD,21.90802872906664,-102.31728974098043,20130
965,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,114,PRIMO VERDAD,21.907974300047545,-102.31727939977009,20130
966,Aguascalientes,Aguascalientes,AVENIDA AGUASCALIENTES PONIENTE,112,PRIMO VERDAD,21.90788422104416,-102.31726228527971,20130
967,Aguascalientes,Aguascalientes,CALLE PANTALEÓN VALTIERRA,SN,PRIMO VERDAD,21.90756931921215,-102.31834611536175,20130
968,Aguascalientes,Aguascalientes,CALLE PANTALEÓN VALTIERRA,105,PRIMO VERDAD,21.907840480317976,-102.31834209362388,20130
969,Aguascalientes,Aguascalientes,CALLE PANTALEÓN VALTIERRA,107,PRIMO VERDAD,21.90790617107363,-102.31834111932615,20130
970,Aguascalientes,Aguascalientes,CALLE PANTALEÓN VALTIERRA,109,PRIMO VERDAD,21.907989290370573,-102.31833988653428,20130
971,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,103,PRIMO VERDAD,21.90800296942691,-102.31805266153577,20130
972,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,SN,PRIMO VERDAD,21.907906704824814,-102.31805236302291,20130
973,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,124,PRIMO VERDAD,21.907915531962814,-102.31802323805701,20130
974,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,122,PRIMO VERDAD,21.90796800939881,-102.31802194035546,20130
975,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,120,PRIMO VERDAD,21.90802059745295,-102.31802063991748,20130
976,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,SN,PRIMO VERDAD,21.908086304867723,-102.31801901505241,20130
977,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,118B,PRIMO VERDAD,21.90815212290124,-102.31801738745034,20130
978,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,111A,PRIMO VERDAD,21.90826156152067,-102.31801468115933,20130
979,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,110B,PRIMO VERDAD,21.908252344796384,-102.3180446217265,20130
980,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,110,PRIMO VERDAD,21.908173517199632,-102.3180467424451,20130
981,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,108,PRIMO VERDAD,21.90807761675523,-102.3181210317494,20130
982,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,105,PRIMO VERDAD,21.90808110103699,-102.31821954036951,20130
983,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,104,PRIMO VERDAD,21.90808377055694,-102.31829501501902,20130
984,Aguascalientes,Aguascalientes,PRIVADA SEGUNDA PRIVADA PANTALEÓN VALTIERRA,111B,PRIMO VERDAD,21.908084770786775,-102.31832329453027,20130
985,Aguascalientes,Aguascalientes,CALLE PANTALEÓN VALTIERRA,119,PRIMO VERDAD,21.908396423687677,-102.31832129550156,20130
986,Aguascalientes,Aguascalientes,PRIVADA TERCERA PRIVADA PANTALEÓN VALTIERRA,103,PRIMO VERDAD,21.908448618060138,-102.31819247242976,20130
987,Aguascalientes,Aguascalientes,PRIVADA TERCERA PRIVADA PANTALEÓN VALTIERRA,105,PRIMO VERDAD,21.908447424736778,-102.31815970165212,20130
988,Aguascalientes,Aguascalientes,PRIVADA TERCERA PRIVADA PANTALEÓN VALTIERRA,107,PRIMO VERDAD,21.908446224375247,-102.31812673778758,20130
989,Aguascalientes,Aguascalientes,PRIVADA TERCERA PRIVADA PANTALEÓN VALTIERRA,109,PRIMO VERDAD,21.90844503103785,-102.31809396701112,20130
990,Aguascalientes,Aguascalientes,PRIVADA TERCERA PRIVADA PANTALEÓN VALTIERRA,111,PRIMO VERDAD,21.908443496736698,-102.31805183315655,20130
991,Aguascalientes,Aguascalientes,PRIVADA TERCERA PRIVADA PANTALEÓN VALTIERRA,109,PRIMO VERDAD,21.908489440373874,-102.3180567920529,20130
992,Aguascalientes,Aguascalientes,PRIVADA TERCERA PRIVADA PANTALEÓN VALTIERRA,123,PRIMO VERDAD,21.90847578516117,-102.31817875295688,20130
993,Aguascalientes,Aguascalientes,CALLE PANTALEÓN VALTIERRA,SN,PRIMO VERDAD,21.908584535707856,-102.31830870553019,20130
994,Aguascalientes,Aguascalientes,PRIVADA CUARTA PRIVADA PANTALEÓN VALTIERRA,127,PRIMO VERDAD,21.90866543440532,-102.31820222600706,20130
995,Aguascalientes,Aguascalientes,PRIVADA CUARTA PRIVADA PANTALEÓN VALTIERRA,SN,PRIMO VERDAD,21.908663982159194,-102.31817338849858,20130
996,Aguascalientes,Aguascalientes,PRIVADA CUARTA PRIVADA PANTALEÓN VALTIERRA,105,PRIMO VERDAD,21.90866259605342,-102.31814586445108,20130
997,Aguascalientes,Aguascalientes,PRIVADA CUARTA PRIVADA PANTALEÓN VALTIERRA,109,PRIMO VERDAD,21.908667894718132,-102.31812075603399,20130
998,Aguascalientes,Aguascalientes,PRIVADA CUARTA PRIVADA PANTALEÓN VALTIERRA,112,PRIMO VERDAD,21.908691659610167,-102.31813084521033,20130
999,Aguascalientes,Aguascalientes,PRIVADA CUARTA PRIVADA PANTALEÓN VALTIERRA,110A,PRIMO VERDAD,21.908692981760804,-102.31814682584636,20130
1000,Aguascalientes,Aguascalientes,PRIVADA CUARTA PRIVADA PANTALEÓN VALTIERRA,110B,PRIMO VERDAD,21.908694437885075,-102.31816442582509,20130
