gid,estado,cidade,via,hnum,nsvia,latitude,longitude,postcode
188,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,413,LAS ARBOLEDAS,21.90022333681565,-102.30337922600702,20020
189,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,415,LAS ARBOLEDAS,21.90031786277366,-102.30340937249588,20020
190,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,417,LAS ARBOLEDAS,21.900411590070558,-102.30343926431631,20020
191,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,419,LAS ARBOLEDAS,21.900522187964825,-102.30347453661848,20020
192,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,421,LAS ARBOLEDAS,21.900611858723565,-102.30350313480243,20020
193,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,423,LAS ARBOLEDAS,21.900686011058543,-102.30352678381342,20020
194,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,425,LAS ARBOLEDAS,21.90077242393899,-102.3035543430489,20020
195,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,SN,LAS ARBOLEDAS,21.902790288768262,-102.30390123250736,20020
196,Aguascalientes,Aguascalientes,CALLE CASUARINA,544,LAS ARBOLEDAS,21.902638453021076,-102.30374991996158,20020
197,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.90255748236008,-102.30372439963864,20020
198,Aguascalientes,Aguascalientes,CALLE CASUARINA,540,LAS ARBOLEDAS,21.902476841424413,-102.30369898326974,20020
199,Aguascalientes,Aguascalientes,CALLE CASUARINA,538,LAS ARBOLEDAS,21.90238380067548,-102.30366965877278,20020
200,Aguascalientes,Aguascalientes,CALLE CASUARINA,536,LAS ARBOLEDAS,21.9022772098583,-102.3036360636289,20020
201,Aguascalientes,Aguascalientes,CALLE CASUARINA,534,LAS ARBOLEDAS,21.902183264250173,-102.3036064540294,20020
202,Aguascalientes,Aguascalientes,CALLE CASUARINA,532,LAS ARBOLEDAS,21.902100077398345,-102.30358023538975,20020
203,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.902021407233573,-102.3035554403396,20020
204,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.90193427881607,-102.30352797947484,20020
205,Aguascalientes,Aguascalientes,CALLE CASUARINA,524,LAS ARBOLEDAS,21.901843208834396,-102.30349927635902,20020
206,Aguascalientes,Aguascalientes,CALLE CASUARINA,522,LAS ARBOLEDAS,21.901783096220893,-102.30348033029915,20020
207,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.901714609682116,-102.3034587449992,20020
208,Aguascalientes,Aguascalientes,CALLE CASUARINA,518,LAS ARBOLEDAS,21.90166213479119,-102.30344220619845,20020
209,Aguascalientes,Aguascalientes,CALLE CASUARINA,516A,LAS ARBOLEDAS,21.901601285974976,-102.30342302815805,20020
210,Aguascalientes,Aguascalientes,CALLE CASUARINA,514,LAS ARBOLEDAS,21.901555053153217,-102.3034084567291,20020
211,Aguascalientes,Aguascalientes,CALLE CASUARINA,512,LAS ARBOLEDAS,21.901501673405765,-102.30339163278067,20020
212,Aguascalientes,Aguascalientes,CALLE CASUARINA,510A,LAS ARBOLEDAS,21.90144673693065,-102.30337431820531,20020
213,Aguascalientes,Aguascalientes,CALLE CASUARINA,508,LAS ARBOLEDAS,21.901393686908786,-102.3033575982056,20020
214,Aguascalientes,Aguascalientes,CALLE CASUARINA,506,LAS ARBOLEDAS,21.901339816359066,-102.30334061961047,20020
215,Aguascalientes,Aguascalientes,CALLE CASUARINA,504,LAS ARBOLEDAS,21.901291612752708,-102.30332542710018,20020
216,Aguascalientes,Aguascalientes,CALLE CASUARINA,502,LAS ARBOLEDAS,21.901206125372052,-102.30329848375118,20020
217,Aguascalientes,Aguascalientes,CALLE ABEDUL,500,LAS ARBOLEDAS,21.90101757423567,-102.3032796228764,20020
218,Aguascalientes,Aguascalientes,CALLE ABEDUL,703,LAS ARBOLEDAS,21.90098256602133,-102.30341614540343,20020
219,Aguascalientes,Aguascalientes,CALLE ABEDUL,705,LAS ARBOLEDAS,21.90096029204588,-102.30350261629181,20020
220,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,105,LAS ARBOLEDAS,21.901056448549276,-102.30363450703663,20020
221,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,SN,LAS ARBOLEDAS,21.901130718870995,-102.30365901453338,20020
222,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,505,LAS ARBOLEDAS,21.901200044542257,-102.30368189043435,20020
223,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,507,LAS ARBOLEDAS,21.901258232764732,-102.30370109124824,20020
224,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,507A,LAS ARBOLEDAS,21.901311313739154,-102.30371860679922,20020
225,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,509,LAS ARBOLEDAS,21.901360645576734,-102.30373488523048,20020
226,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,511,LAS ARBOLEDAS,21.90142334328659,-102.30375557412597,20020
227,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,513A,LAS ARBOLEDAS,21.901503916358227,-102.30378216153541,20020
228,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,515,LAS ARBOLEDAS,21.901553248192645,-102.3037984400135,20020
229,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,517,LAS ARBOLEDAS,21.901604373294784,-102.30381531024555,20020
230,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,519,LAS ARBOLEDAS,21.901651749260573,-102.30383094335149,20020
231,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,521,LAS ARBOLEDAS,21.901697006760184,-102.30384587741722,20020
232,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,523,LAS ARBOLEDAS,21.90176932119909,-102.30386973975081,20020
233,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,525,LAS ARBOLEDAS,21.90184706807913,-102.30389539471184,20020
234,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,527,LAS ARBOLEDAS,21.901899388688513,-102.30391265951435,20020
235,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,529,LAS ARBOLEDAS,21.901985394189932,-102.30394103971831,20020
236,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,SN,LAS ARBOLEDAS,21.902084928157393,-102.30397388410913,20020
237,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,535,LAS ARBOLEDAS,21.902180115230617,-102.30400529415095,20020
238,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,SN,LAS ARBOLEDAS,21.90228040954603,-102.30403838954138,20020
239,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,539,LAS ARBOLEDAS,21.902385811103173,-102.3040731702879,20020
240,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,539A,LAS ARBOLEDAS,21.902501752343177,-102.30411142901775,20020
241,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,541,LAS ARBOLEDAS,21.902596179048732,-102.30414258835003,20020
242,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,543A,LAS ARBOLEDAS,21.902693159373563,-102.30417459038344,20020
243,Aguascalientes,Aguascalientes,AVENIDA CANAL INTERCEPTOR,543A,LAS ARBOLEDAS,21.902797155953653,-102.30368142567377,20020
244,Aguascalientes,Aguascalientes,CALLE LAUREL,SN,LAS ARBOLEDAS,21.902764551943772,-102.3032704253525,20020
245,Aguascalientes,Aguascalientes,CALLE LAUREL,SN,LAS ARBOLEDAS,21.9026988409844,-102.30324977101117,20020
246,Aguascalientes,Aguascalientes,CALLE LAUREL,SN,LAS ARBOLEDAS,21.90262606752684,-102.3032268968017,20020
247,Aguascalientes,Aguascalientes,CALLE LAUREL,436,LAS ARBOLEDAS,21.902539993097083,-102.30319984185307,20020
248,Aguascalientes,Aguascalientes,CALLE LAUREL,434,LAS ARBOLEDAS,21.902475429740356,-102.30317954829663,20020
249,Aguascalientes,Aguascalientes,CALLE LAUREL,432,LAS ARBOLEDAS,21.902405201711996,-102.30315747424304,20020
250,Aguascalientes,Aguascalientes,CALLE LAUREL,430,LAS ARBOLEDAS,21.902333575855337,-102.30313496084877,20020
251,Aguascalientes,Aguascalientes,CALLE LAUREL,428,LAS ARBOLEDAS,21.902264171848,-102.30311314584814,20020
252,Aguascalientes,Aguascalientes,CALLE LAUREL,426,LAS ARBOLEDAS,21.90219139838193,-102.30309027178727,20020
253,Aguascalientes,Aguascalientes,CALLE LAUREL,424,LAS ARBOLEDAS,21.9021203463245,-102.30306793882174,20020
254,Aguascalientes,Aguascalientes,CALLE LAUREL,422,LAS ARBOLEDAS,21.902061374268833,-102.30304940284078,20020
255,Aguascalientes,Aguascalientes,CALLE LAUREL,420,LAS ARBOLEDAS,21.901984907758134,-102.30302536806175,20020
256,Aguascalientes,Aguascalientes,CALLE LAUREL,418,LAS ARBOLEDAS,21.901921742218907,-102.30300551403478,20020
257,Aguascalientes,Aguascalientes,CALLE LAUREL,416,LAS ARBOLEDAS,21.901848394942714,-102.30298245973485,20020
258,Aguascalientes,Aguascalientes,CALLE LAUREL,414,LAS ARBOLEDAS,21.901755007775837,-102.3029531065927,20020
259,Aguascalientes,Aguascalientes,CALLE LAUREL,412,LAS ARBOLEDAS,21.901668432885156,-102.30292589469967,20020
260,Aguascalientes,Aguascalientes,CALLE LAUREL,410,LAS ARBOLEDAS,21.901601324079163,-102.3029048013376,20020
261,Aguascalientes,Aguascalientes,CALLE LAUREL,408,LAS ARBOLEDAS,21.901544647229073,-102.3028869869215,20020
262,Aguascalientes,Aguascalientes,CALLE LAUREL,406,LAS ARBOLEDAS,21.901465061470038,-102.30286197190469,20020
263,Aguascalientes,Aguascalientes,CALLE LAUREL,406A,LAS ARBOLEDAS,21.90141569733763,-102.30284645602086,20020
264,Aguascalientes,Aguascalientes,CALLE LAUREL,404,LAS ARBOLEDAS,21.90136296374636,-102.3028298810787,20020
265,Aguascalientes,Aguascalientes,CALLE LAUREL,402,LAS ARBOLEDAS,21.901309656350897,-102.30281312579493,20020
266,Aguascalientes,Aguascalientes,CALLE LAUREL,400,LAS ARBOLEDAS,21.901229570146047,-102.30278795357046,20020
267,Aguascalientes,Aguascalientes,CALLE ABEDUL,510,LAS ARBOLEDAS,21.901103647299202,-102.30298201565559,20020
268,Aguascalientes,Aguascalientes,CALLE ABEDUL,609,LAS ARBOLEDAS,21.901065012542958,-102.30311340018531,20020
269,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.901179447033947,-102.30321911760333,20020
270,Aguascalientes,Aguascalientes,CALLE CASUARINA,505C,LAS ARBOLEDAS,21.901211866508408,-102.30322941591567,20020
271,Aguascalientes,Aguascalientes,CALLE CASUARINA,505B,LAS ARBOLEDAS,21.901247643635934,-102.30324078082,20020
272,Aguascalientes,Aguascalientes,CALLE CASUARINA,505A,LAS ARBOLEDAS,21.90128423114097,-102.30325240315392,20020
273,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.9013223241313,-102.30326450372499,20020
274,Aguascalientes,Aguascalientes,CALLE CASUARINA,509,LAS ARBOLEDAS,21.901399551900486,-102.30328903582193,20020
275,Aguascalientes,Aguascalientes,CALLE CASUARINA,511,LAS ARBOLEDAS,21.901469716807767,-102.30331132436214,20020
276,Aguascalientes,Aguascalientes,CALLE CASUARINA,511A,LAS ARBOLEDAS,21.901539071335858,-102.30333335550121,20020
277,Aguascalientes,Aguascalientes,CALLE CASUARINA,513,LAS ARBOLEDAS,21.901605299621487,-102.30335439358072,20020
278,Aguascalientes,Aguascalientes,CALLE CASUARINA,515,LAS ARBOLEDAS,21.901715525820183,-102.30338940808583,20020
279,Aguascalientes,Aguascalientes,CALLE CASUARINA,517,LAS ARBOLEDAS,21.901794374336248,-102.3034144551779,20020
280,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.90186766547657,-102.30343773693582,20020
281,Aguascalientes,Aguascalientes,CALLE CASUARINA,521,LAS ARBOLEDAS,21.901949987783897,-102.30346388757687,20020
282,Aguascalientes,Aguascalientes,CALLE CASUARINA,523,LAS ARBOLEDAS,21.902026057607873,-102.30348805207278,20020
283,Aguascalientes,Aguascalientes,CALLE CASUARINA,525,LAS ARBOLEDAS,21.902112547941705,-102.3035155268032,20020
284,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.90218363935443,-102.30353810990185,20020
285,Aguascalientes,Aguascalientes,CALLE CASUARINA,529,LAS ARBOLEDAS,21.902251835937065,-102.30355977344358,20020
286,Aguascalientes,Aguascalientes,CALLE CASUARINA,531,LAS ARBOLEDAS,21.902326516411218,-102.30358349670459,20020
287,Aguascalientes,Aguascalientes,CALLE CASUARINA,533,LAS ARBOLEDAS,21.902402354815198,-102.30360758782523,20020
288,Aguascalientes,Aguascalientes,CALLE CASUARINA,535,LAS ARBOLEDAS,21.902476456320482,-102.30363112722277,20020
289,Aguascalientes,Aguascalientes,CALLE CASUARINA,537,LAS ARBOLEDAS,21.90256804119249,-102.30366022049725,20020
290,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.902632301149968,-102.30368063363709,20020
291,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.902720759777804,-102.30370873388037,20020
292,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1502,LAS ARBOLEDAS,21.89981883281656,-102.3023482091212,20020
293,Aguascalientes,Aguascalientes,CALLE LAUREL,326,LAS ARBOLEDAS,21.8995569242953,-102.30223849165748,20020
294,Aguascalientes,Aguascalientes,CALLE LAUREL,324,LAS ARBOLEDAS,21.89932665518561,-102.30216662157885,20020
295,Aguascalientes,Aguascalientes,CALLE LAUREL,318,LAS ARBOLEDAS,21.899103591792727,-102.302097000741,20020
296,Aguascalientes,Aguascalientes,CALLE LAUREL,310,LAS ARBOLEDAS,21.898866356585934,-102.30202295696421,20020
297,Aguascalientes,Aguascalientes,CALLE LAUREL,SN,LAS ARBOLEDAS,21.89876899667918,-102.30199256991935,20020
298,Aguascalientes,Aguascalientes,CALLE LAUREL,SN,LAS ARBOLEDAS,21.898639971230452,-102.30195229979705,20020
299,Aguascalientes,Aguascalientes,AVENIDA CONVENCIÓN 1914 NORTE,1407,LAS ARBOLEDAS,21.89821989625861,-102.30187088960622,20020
300,Aguascalientes,Aguascalientes,AVENIDA CONVENCIÓN 1914 NORTE,1405,LAS ARBOLEDAS,21.89819519746928,-102.30196503041645,20020
301,Aguascalientes,Aguascalientes,AVENIDA CONVENCIÓN 1914 NORTE,1403,LAS ARBOLEDAS,21.89817145815029,-102.3020555139129,20020
302,Aguascalientes,Aguascalientes,AVENIDA CONVENCIÓN 1914 NORTE,1401,LAS ARBOLEDAS,21.898146984436334,-102.3021487963441,20020
303,Aguascalientes,Aguascalientes,CALLE CASUARINA,303,LAS ARBOLEDAS,21.898435076084834,-102.30232106032923,20020
304,Aguascalientes,Aguascalientes,CALLE CASUARINA,305,LAS ARBOLEDAS,21.898563945233256,-102.30236181326275,20020
305,Aguascalientes,Aguascalientes,CALLE CASUARINA,307,LAS ARBOLEDAS,21.898658349957316,-102.3023916673902,20020
306,Aguascalientes,Aguascalientes,CALLE CASUARINA,309,LAS ARBOLEDAS,21.89877314541899,-102.30242796985102,20020
307,Aguascalientes,Aguascalientes,CALLE CASUARINA,311,LAS ARBOLEDAS,21.89889535014805,-102.30246661545885,20020
308,Aguascalientes,Aguascalientes,CALLE CASUARINA,315,LAS ARBOLEDAS,21.89907083076254,-102.30252210897714,20020
309,Aguascalientes,Aguascalientes,CALLE CASUARINA,317,LAS ARBOLEDAS,21.899248109075632,-102.30257817114531,20020
310,Aguascalientes,Aguascalientes,CALLE CASUARINA,321,LAS ARBOLEDAS,21.89936088836953,-102.30261383634085,20020
311,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.89945634591616,-102.30264402377455,20020
312,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.899532465567944,-102.30266809583614,20020
313,Aguascalientes,Aguascalientes,CALLE CASUARINA,327,LAS ARBOLEDAS,21.89959166099227,-102.30268681580313,20020
314,Aguascalientes,Aguascalientes,CALLE CASUARINA,329,LAS ARBOLEDAS,21.899679709263335,-102.30271466022847,20020
315,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1606,LAS ARBOLEDAS,21.899603704355687,-102.30311075171966,20020
316,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1604,LAS ARBOLEDAS,21.899635742479568,-102.3029962971633,20020
317,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1602,LAS ARBOLEDAS,21.899664278462584,-102.30289435352427,20020
318,Aguascalientes,Aguascalientes,CALLE CASUARINA,SN,LAS ARBOLEDAS,21.899515907713326,-102.30278191194547,20020
319,Aguascalientes,Aguascalientes,CALLE CASUARINA,328,LAS ARBOLEDAS,21.899407019407263,-102.30274753573133,20020
320,Aguascalientes,Aguascalientes,CALLE CASUARINA,326,LAS ARBOLEDAS,21.899321286426343,-102.30272046973082,20020
321,Aguascalientes,Aguascalientes,CALLE CASUARINA,324,LAS ARBOLEDAS,21.899240201156918,-102.30269487105066,20020
322,Aguascalientes,Aguascalientes,CALLE CASUARINA,320,LAS ARBOLEDAS,21.899144509110805,-102.30266466104082,20020
323,Aguascalientes,Aguascalientes,CALLE CASUARINA,318,LAS ARBOLEDAS,21.89906574769433,-102.30263979606922,20020
324,Aguascalientes,Aguascalientes,CALLE CASUARINA,312,LAS ARBOLEDAS,21.89888454386383,-102.30258259015052,20020
325,Aguascalientes,Aguascalientes,CALLE CASUARINA,310,LAS ARBOLEDAS,21.898762625746773,-102.30254410077758,20020
326,Aguascalientes,Aguascalientes,CALLE CASUARINA,308,LAS ARBOLEDAS,21.898682812999237,-102.30251890404749,20020
327,Aguascalientes,Aguascalientes,CALLE CASUARINA,306,LAS ARBOLEDAS,21.898394602247915,-102.30242791672526,20020
328,Aguascalientes,Aguascalientes,AVENIDA CONVENCIÓN 1914 NORTE,1507,LAS ARBOLEDAS,21.898078536087443,-102.30239094010396,20020
329,Aguascalientes,Aguascalientes,AVENIDA CONVENCIÓN 1914 NORTE,1505,LAS ARBOLEDAS,21.89802740406496,-102.30257414344308,20020
330,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,301,LAS ARBOLEDAS,21.898184925720486,-102.30271468464464,20020
331,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,303,LAS ARBOLEDAS,21.898306687224483,-102.3027519052404,20020
332,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,305,LAS ARBOLEDAS,21.898385111053198,-102.30277587822006,20020
333,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,307,LAS ARBOLEDAS,21.898530877186676,-102.30282043680076,20020
334,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,309,LAS ARBOLEDAS,21.898667368966535,-102.30286216043616,20020
335,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,311,LAS ARBOLEDAS,21.898802019146363,-102.30290332120481,20020
336,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,313,LAS ARBOLEDAS,21.898899264583353,-102.30293304789349,20020
337,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,315,LAS ARBOLEDAS,21.89896350395831,-102.3029526850744,20020
338,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,317,LAS ARBOLEDAS,21.899021571908698,-102.30297043574379,20020
339,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,319,LAS ARBOLEDAS,21.899088129868787,-102.30299078172558,20020
340,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,321,LAS ARBOLEDAS,21.899157790752085,-102.30301207625635,20020
341,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,323,LAS ARBOLEDAS,21.899214801441712,-102.30302950378517,20020
342,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,325,LAS ARBOLEDAS,21.899283166569152,-102.30305040225824,20020
343,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,327,LAS ARBOLEDAS,21.899354088777997,-102.30307208242607,20020
344,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,329,LAS ARBOLEDAS,21.899450857211036,-102.30310166354847,20020
345,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1706,LAS ARBOLEDAS,21.899483885742498,-102.30358117763625,20020
346,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1704,LAS ARBOLEDAS,21.899518643356775,-102.30344502887782,20020
347,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,1702,LAS ARBOLEDAS,21.899550509241063,-102.30332020681483,20020
348,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,330,LAS ARBOLEDAS,21.899415527016053,-102.30321340209507,20020
349,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,328,LAS ARBOLEDAS,21.899347549525263,-102.3031919702939,20020
350,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,326,LAS ARBOLEDAS,21.89925154320881,-102.30316170166093,20020
351,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,324,LAS ARBOLEDAS,21.89916663002491,-102.30313493048008,20020
352,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,322,LAS ARBOLEDAS,21.899105623445443,-102.30311569652508,20020
353,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,320,LAS ARBOLEDAS,21.8990431199357,-102.30309599064132,20020
354,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,318,LAS ARBOLEDAS,21.898986458980268,-102.30307812679342,20020
355,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,316,LAS ARBOLEDAS,21.89887164013742,-102.30304192719795,20020
356,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,312,LAS ARBOLEDAS,21.898675058444034,-102.30297994990619,20020
357,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,310,LAS ARBOLEDAS,21.898579800574726,-102.3029499175489,20020
358,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,308,LAS ARBOLEDAS,21.898481772250634,-102.30291901178389,20020
359,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,306,LAS ARBOLEDAS,21.898375722890332,-102.30288557724799,20020
360,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,304,LAS ARBOLEDAS,21.898287212524135,-102.30285767233062,20020
361,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,302,LAS ARBOLEDAS,21.89822927803411,-102.30283940717791,20020
362,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,300,LAS ARBOLEDAS,21.898154932906554,-102.30281596822572,20020
363,Aguascalientes,Aguascalientes,AVENIDA CONVENCIÓN 1914 NORTE,1503A,LAS ARBOLEDAS,21.897948058902042,-102.30287262499361,20020
364,Aguascalientes,Aguascalientes,AVENIDA CONVENCIÓN 1914 NORTE,1511,LAS ARBOLEDAS,21.897893015436395,-102.30306756049333,20020
365,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,303,LAS ARBOLEDAS,21.898186407393915,-102.30321918918916,20020
366,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,305,LAS ARBOLEDAS,21.898275665930235,-102.3032473308994,20020
367,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,307,LAS ARBOLEDAS,21.898370398515485,-102.30327719852671,20020
368,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,309,LAS ARBOLEDAS,21.898473152157916,-102.30330959511019,20020
369,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,311,LAS ARBOLEDAS,21.898589165908902,-102.30334617245514,20020
370,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,313,LAS ARBOLEDAS,21.89867722926406,-102.30337393751483,20020
371,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,315,LAS ARBOLEDAS,21.89877218520665,-102.303403875746,20020
372,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,317,LAS ARBOLEDAS,21.898830867996445,-102.30342237759992,20020
373,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,319,LAS ARBOLEDAS,21.89889314793023,-102.30344201360057,20020
374,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,321,LAS ARBOLEDAS,21.89896209708442,-102.30346375233576,20020
375,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,323,LAS ARBOLEDAS,21.899018981298788,-102.30348168717587,20020
376,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,325,LAS ARBOLEDAS,21.89908231136587,-102.3035016543263,20020
377,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,327,LAS ARBOLEDAS,21.899245993079184,-102.30355326114102,20020
378,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,329,LAS ARBOLEDAS,21.899330682641754,-102.3035799627605,20020
379,Aguascalientes,Aguascalientes,CALLE ABEDUL,806,LAS ARBOLEDAS,21.900777137220082,-102.30395031377657,20020
380,Aguascalientes,Aguascalientes,CALLE ABEDUL,804,LAS ARBOLEDAS,21.900812593096273,-102.30382238774924,20020
381,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,426,LAS ARBOLEDAS,21.900714838069142,-102.30362971390379,20020
382,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,424,LAS ARBOLEDAS,21.900624228853097,-102.3036010066715,20020
383,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,422A,LAS ARBOLEDAS,21.90056741308049,-102.30358300605496,20020
384,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,420,LAS ARBOLEDAS,21.90051133735272,-102.30356523991789,20020
385,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,418,LAS ARBOLEDAS,21.900459740709373,-102.3035488928757,20020
386,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,416,LAS ARBOLEDAS,21.900398112992573,-102.303529367768,20020
387,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,414,LAS ARBOLEDAS,21.900337299653852,-102.30351010069236,20020
388,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,412,LAS ARBOLEDAS,21.900268806283876,-102.3034884004261,20020
389,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,410A,LAS ARBOLEDAS,21.90020619775648,-102.30346856463237,20020
390,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,410,LAS ARBOLEDAS,21.9001405724726,-102.30344777308244,20020
391,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,408,LAS ARBOLEDAS,21.900078371132597,-102.30342806633325,20020
392,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,406,LAS ARBOLEDAS,21.900005713766667,-102.30340504690932,20020
393,Aguascalientes,Aguascalientes,CALLE EUCALIPTO,404,LAS ARBOLEDAS,21.89990735016831,-102.30337388323586,20020
394,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,SN,LAS ARBOLEDAS,21.89964295832775,-102.30334813391809,20020
395,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,SN,LAS ARBOLEDAS,21.899608178015768,-102.30348907454139,20020
396,Aguascalientes,Aguascalientes,CALLE MARGIL DE JESÚS,SN,LAS ARBOLEDAS,21.899581799324622,-102.30359596879157,20020
397,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,401,LAS ARBOLEDAS,21.899797894688955,-102.30373695628721,20020
398,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,403,LAS ARBOLEDAS,21.899885848653284,-102.30376431056662,20020
399,Aguascalientes,Aguascalientes,CALLE JACARANDÁ,405,LAS ARBOLEDAS,21.899970617680875,-102.30379067434369,20020
